Customer_ID,Call_Duration_sec,Data_Usage_MB,Plan_Type,Monthly_Bill,Network_Type,City,State,Num_Calls,Num_SMS,Service_Requests
afc98383,798,4409.96,Postpaid,158.45,3G,New York,NY,31,215,9
e2ad2bf0,3185,4115.85,Postpaid,138.23,5G,Philadelphia,PA,252,43,10
2604ff18,2523,537.77,Postpaid,179.67,3G,San Antonio,TX,421,186,9
942d4278,2298,4382.97,Prepaid,61.83,3G,San Diego,CA,342,65,4
887d3022,1837,925.81,Prepaid,98.07,3G,San Jose,CA,444,280,3
0cb1c425,482,1404.88,Prepaid,31.57,5G,San Jose,CA,19,281,8
00d94e29,3380,890.1,Postpaid,151.82,5G,Chicago,IL,386,243,4
b2471bde,2470,2582.08,Prepaid,28.84,4G,San Diego,CA,49,225,4
012fbba9,1682,3900.24,Prepaid,133.28,3G,Houston,TX,4,68,7
d7111a72,2808,3220.46,Postpaid,21.53,4G,Chicago,IL,442,177,4
d24044a3,1023,1586.1,Prepaid,199.45,3G,Philadelphia,PA,332,291,9
ad5d8ec6,3183,2587.49,Prepaid,33.62,5G,Chicago,IL,495,121,2
69eabec4,209,3329.51,Postpaid,115.22,5G,New York,NY,193,249,7
ad6fb72f,302,3354.16,Prepaid,159.66,3G,Los Angeles,CA,34,198,10
d993698b,1505,2651.45,Postpaid,190.23,3G,Chicago,IL,155,6,8
7f0a1203,151,3005.26,Prepaid,72.06,4G,San Jose,CA,24,158,0
c6874720,2642,3308.94,Postpaid,123.64,5G,New York,NY,403,174,0
4cb533ff,571,4244.62,Postpaid,194.73,4G,Houston,TX,459,95,10
4c4f81c8,2265,1535.69,Postpaid,41.84,5G,Chicago,IL,311,21,1
ddd4b376,2307,2238.77,Prepaid,188.25,3G,Chicago,IL,305,48,2
6e8ea8ea,1989,1823.36,Postpaid,194.04,4G,Dallas,TX,356,36,6
b5cab079,1802,598.9,Postpaid,174.2,5G,Houston,TX,491,135,2
91fcca06,2818,271.46,Prepaid,118.9,5G,San Antonio,TX,22,154,3
f2ac9b18,3447,4917.8,Prepaid,54.61,4G,Chicago,IL,452,141,7
16486c02,1175,1371.28,Prepaid,109.77,4G,San Antonio,TX,210,56,9
e52115f1,1828,4500.24,Prepaid,42.92,5G,Philadelphia,PA,186,264,4
f956489a,3143,557.61,Postpaid,92.88,5G,San Jose,CA,100,189,7
9b8e2157,3129,914.02,Postpaid,86.27,3G,San Diego,CA,392,283,2
2ca3f49f,1534,1826.74,Prepaid,103.07,4G,San Antonio,TX,274,191,0
26803fcb,1378,907.2,Postpaid,112.96,4G,New York,NY,43,65,5
28828051,3068,3631.46,Postpaid,69.78,3G,Dallas,TX,383,12,7
8522066d,177,784.37,Postpaid,186.89,3G,San Diego,CA,235,79,5
8f926030,1266,2322.69,Prepaid,113.15,4G,Houston,TX,79,148,4
c709d7b3,2968,4706.38,Postpaid,128.87,5G,Philadelphia,PA,125,103,2
b3bcec4b,3424,2455.45,Prepaid,90.64,3G,New York,NY,169,125,4
de1210eb,1277,2239.03,Prepaid,101.06,5G,Los Angeles,CA,378,136,7
5c88ae5e,1265,3059.96,Prepaid,120.8,5G,San Antonio,TX,46,25,2
0c7d13eb,1423,2211.72,Prepaid,32.65,4G,Los Angeles,CA,13,203,8
9f29d6b8,2531,2545.78,Prepaid,196.04,4G,Phoenix,AZ,297,232,8
4a73b843,3436,1431.71,Postpaid,34.05,4G,Phoenix,AZ,487,212,3
e2afe7fd,235,4847.93,Postpaid,184.65,3G,Phoenix,AZ,61,4,7
c9d9b76f,2514,1563.98,Postpaid,146.91,4G,San Jose,CA,218,214,8
d13d957a,3493,3141.94,Prepaid,136.33,4G,Phoenix,AZ,195,120,1
6e6d498c,761,347.43,Postpaid,166.04,4G,Phoenix,AZ,51,183,7
07abb46d,2806,3967.18,Prepaid,124.88,3G,Dallas,TX,418,171,9
67967768,2859,1588.64,Postpaid,155.37,3G,San Antonio,TX,376,141,9
675b44d6,3134,3657.38,Postpaid,116.68,3G,Chicago,IL,238,16,10
00c90503,3439,70.68,Postpaid,64.9,4G,Chicago,IL,487,255,8
62ab1aa0,276,1412.07,Postpaid,189.79,5G,San Jose,CA,498,11,4
6abb38f3,3103,4619.7,Postpaid,161.79,5G,New York,NY,348,271,3
aa199fc0,3332,1071.18,Postpaid,79.51,3G,Philadelphia,PA,300,100,2
4e4f5154,2627,1315.77,Prepaid,49.32,5G,Dallas,TX,451,99,3
a5c31298,814,3334.53,Postpaid,142.58,5G,Philadelphia,PA,330,188,5
0acad286,1987,1136.25,Prepaid,154.48,4G,Phoenix,AZ,95,220,5
1cf9392b,3293,2152.7,Prepaid,184.95,3G,San Jose,CA,185,41,1
d7621481,3181,1071.21,Postpaid,16.59,4G,Dallas,TX,467,32,6
e4272c38,1789,419.13,Prepaid,60.69,5G,Chicago,IL,389,216,7
c26aff1b,1732,4898.3,Prepaid,62.7,4G,Dallas,TX,138,48,5
e5186044,862,3361.72,Postpaid,104.3,3G,San Diego,CA,35,131,1
c98950ee,2076,2691.66,Postpaid,29.0,3G,Dallas,TX,275,2,3
f224aed6,1051,89.39,Prepaid,70.07,3G,Phoenix,AZ,247,218,7
d3368d35,1787,1203.85,Postpaid,67.39,4G,Chicago,IL,445,122,8
a714bc02,2209,4339.12,Postpaid,185.48,4G,Chicago,IL,93,164,1
8640c90f,2643,1070.71,Postpaid,45.06,4G,Los Angeles,CA,68,281,8
03360ef2,2772,3018.16,Prepaid,130.22,5G,San Jose,CA,374,104,2
6b0c5ba7,279,4459.8,Prepaid,192.09,5G,Houston,TX,470,102,5
1c858139,838,1052.23,Prepaid,159.31,3G,Los Angeles,CA,23,75,6
fb2838b2,225,3950.89,Postpaid,123.86,3G,Phoenix,AZ,191,300,6
048441d2,382,3679.4,Prepaid,144.29,4G,San Jose,CA,100,39,4
3ed006e3,3191,4249.57,Prepaid,51.18,5G,San Diego,CA,324,63,6
60fce1ed,43,1849.7,Postpaid,29.19,5G,San Diego,CA,353,212,10
3afe40b7,2113,3029.1,Prepaid,80.72,5G,Houston,TX,219,202,5
106a777b,3022,3866.53,Postpaid,91.66,3G,Chicago,IL,420,123,1
e34ee7ac,2714,97.49,Postpaid,114.17,3G,San Diego,CA,86,140,6
56c38220,1312,155.68,Postpaid,31.11,3G,Los Angeles,CA,490,273,0
e7f3a6ea,354,4083.46,Postpaid,124.86,5G,Dallas,TX,21,233,8
e969d783,2252,4875.59,Prepaid,68.09,3G,Philadelphia,PA,75,14,9
eb959240,246,4205.1,Postpaid,35.57,3G,San Jose,CA,26,244,5
f0569f68,320,4551.94,Postpaid,132.88,4G,Los Angeles,CA,105,97,9
84040a82,606,3270.82,Postpaid,141.68,4G,San Jose,CA,372,295,8
4373b0d2,2445,1723.53,Prepaid,89.1,3G,Los Angeles,CA,189,217,2
edbe6f8c,1203,3910.15,Prepaid,75.0,4G,Houston,TX,53,168,3
8bc9311b,845,1486.87,Prepaid,41.67,5G,Los Angeles,CA,356,149,4
ca718dbd,2669,3890.56,Postpaid,85.53,3G,Houston,TX,355,278,7
542c0525,1414,4208.43,Postpaid,135.94,5G,San Antonio,TX,189,74,0
72bb8aa3,2705,2251.8,Prepaid,123.8,3G,San Antonio,TX,302,88,0
e6d5b91b,1329,2193.2,Postpaid,189.42,5G,Dallas,TX,114,245,4
920a8e29,501,2230.02,Postpaid,187.15,4G,Chicago,IL,260,183,5
8bb162eb,1264,129.81,Prepaid,81.86,5G,San Jose,CA,385,219,0
e0b15e3e,2330,825.08,Postpaid,35.36,4G,Philadelphia,PA,315,244,0
5a4b9b85,1265,3155.86,Postpaid,136.07,5G,San Jose,CA,316,52,7
9f10d1dc,1329,1502.43,Prepaid,33.39,3G,San Diego,CA,406,212,5
beb78a33,1059,3477.69,Postpaid,24.1,3G,San Antonio,TX,221,223,2
d3d1bcb1,1011,3703.28,Postpaid,181.11,5G,Chicago,IL,118,177,6
73713a9e,2648,3422.01,Postpaid,124.68,5G,Los Angeles,CA,71,284,3
4afcaa81,3183,4528.01,Prepaid,23.7,3G,Chicago,IL,227,250,4
33bf0b66,1948,4603.19,Prepaid,150.4,3G,Philadelphia,PA,43,286,0
fa6a81d4,3395,673.16,Postpaid,11.63,5G,Philadelphia,PA,54,200,5
afb27c44,1065,2573.08,Postpaid,142.71,5G,Los Angeles,CA,232,51,1
2098cd61,316,4638.8,Prepaid,36.21,5G,Chicago,IL,435,153,8
4dad432b,1633,3911.04,Postpaid,106.82,4G,New York,NY,433,141,8
c93acb4c,330,1503.87,Postpaid,35.25,3G,Dallas,TX,60,88,6
49ee3bd5,1067,4806.47,Postpaid,126.84,3G,Los Angeles,CA,254,293,6
c095c872,124,940.28,Postpaid,10.95,4G,New York,NY,207,223,8
5206048a,3158,855.34,Postpaid,14.53,5G,Chicago,IL,415,249,7
fff0accb,2279,586.86,Prepaid,97.93,4G,Philadelphia,PA,183,231,6
f3297018,1686,3150.49,Postpaid,43.53,5G,Chicago,IL,2,162,9
92da771f,2190,987.39,Prepaid,106.65,5G,San Diego,CA,322,49,2
e4522c38,2051,67.3,Postpaid,129.03,3G,Houston,TX,84,41,4
2da27083,3472,2107.13,Prepaid,62.37,5G,Philadelphia,PA,144,274,10
78a48255,312,593.24,Postpaid,43.74,5G,San Antonio,TX,274,208,10
14266715,242,1247.33,Postpaid,82.02,3G,Philadelphia,PA,25,80,0
b49e6319,99,2104.25,Prepaid,64.2,3G,Phoenix,AZ,360,34,3
81a5c961,3389,516.84,Prepaid,134.95,3G,New York,NY,96,30,2
5c24e40c,456,1029.59,Postpaid,20.78,5G,Chicago,IL,299,19,8
f3c6e17c,2353,613.39,Postpaid,84.4,5G,Chicago,IL,270,172,5
2f3dfa0a,445,1350.76,Prepaid,70.56,3G,New York,NY,376,111,2
bae2ecdb,612,2394.86,Postpaid,192.04,3G,Chicago,IL,387,117,8
1f2d446c,438,2922.97,Postpaid,165.46,3G,Dallas,TX,83,179,3
b09a84f7,318,1916.74,Prepaid,156.58,5G,Phoenix,AZ,397,174,10
ffe41bdc,2520,1671.52,Postpaid,162.93,3G,Philadelphia,PA,361,139,4
e8fc3f75,2343,4369.74,Prepaid,177.63,5G,Philadelphia,PA,490,150,6
f14a700d,103,766.58,Postpaid,11.43,4G,Dallas,TX,355,105,8
5d4a359b,2263,2134.26,Prepaid,114.31,3G,Chicago,IL,70,70,7
01db16c2,2684,4499.21,Postpaid,12.57,5G,San Diego,CA,7,236,0
b7f1b40d,3140,4232.28,Postpaid,133.56,5G,San Antonio,TX,308,141,2
b8e023ba,2047,4031.16,Postpaid,41.72,5G,San Diego,CA,125,64,10
5d183048,2501,1663.89,Prepaid,153.84,5G,San Jose,CA,391,29,10
31f5561a,2569,1628.26,Postpaid,57.27,4G,San Jose,CA,81,38,4
ef5865ed,1364,4625.6,Prepaid,13.48,4G,San Diego,CA,385,265,1
c2a0eb99,2271,4820.28,Postpaid,185.24,4G,Phoenix,AZ,69,210,1
a8da9a88,701,4776.62,Postpaid,53.29,4G,San Diego,CA,471,231,0
cf8d7efd,1671,1228.07,Postpaid,54.2,4G,Philadelphia,PA,22,201,2
21e91a56,204,1504.45,Prepaid,63.06,3G,New York,NY,99,19,5
f3afb3a6,2658,3809.13,Postpaid,175.84,5G,Philadelphia,PA,90,99,3
15eae2e2,3015,2880.53,Postpaid,171.22,3G,Philadelphia,PA,332,58,4
953ce9c2,2431,1954.75,Prepaid,30.9,5G,Los Angeles,CA,306,247,3
b90c6a41,788,1876.25,Prepaid,73.41,3G,Los Angeles,CA,87,174,10
58b8697d,59,3277.76,Prepaid,119.48,4G,Philadelphia,PA,431,70,7
fa6acf96,345,1461.31,Prepaid,189.33,5G,New York,NY,120,246,8
dc6db89e,3061,2641.1,Prepaid,103.62,5G,Los Angeles,CA,479,263,8
04940302,965,3773.13,Prepaid,57.4,3G,Los Angeles,CA,195,52,2
2059f09e,170,3928.89,Postpaid,162.8,5G,San Jose,CA,403,124,4
e3a5e563,1328,808.7,Prepaid,128.56,3G,Los Angeles,CA,407,95,10
078ec8d6,716,276.48,Postpaid,91.79,4G,San Antonio,TX,3,48,2
49fe908e,1953,568.53,Postpaid,131.11,3G,Los Angeles,CA,348,88,10
f08c2993,3313,2317.46,Prepaid,58.48,3G,Phoenix,AZ,233,108,8
903ba4d4,2326,2144.97,Postpaid,107.29,3G,San Antonio,TX,441,31,6
47ca63ae,569,2739.04,Prepaid,66.42,5G,New York,NY,293,181,2
68e25aab,121,4681.17,Prepaid,81.63,3G,Los Angeles,CA,24,122,8
1d8bfa02,127,1837.11,Prepaid,149.35,4G,San Jose,CA,44,134,6
cfe25f60,1854,1568.25,Prepaid,183.67,5G,Dallas,TX,161,113,0
80814ad2,501,4366.11,Postpaid,97.48,4G,New York,NY,180,147,4
6b247832,1219,4015.15,Prepaid,137.5,4G,San Diego,CA,450,271,1
21b05e01,1683,1501.45,Prepaid,77.37,4G,Phoenix,AZ,20,64,8
019c81cb,754,339.05,Prepaid,22.56,4G,San Jose,CA,175,10,6
aed489d6,285,700.14,Prepaid,157.41,5G,San Diego,CA,63,297,8
2206939b,1745,4519.16,Postpaid,182.15,5G,Houston,TX,195,47,7
04ca69f6,3595,824.84,Postpaid,145.97,4G,San Antonio,TX,469,66,10
34fed9bd,3057,2734.71,Postpaid,132.31,5G,San Jose,CA,89,293,9
71bbca27,543,1857.34,Postpaid,10.12,3G,Chicago,IL,61,129,9
6169a949,1047,1534.61,Prepaid,47.71,4G,San Jose,CA,57,267,8
37a14804,3563,2772.71,Prepaid,46.15,5G,San Antonio,TX,193,121,7
2bbf693e,2691,3424.47,Postpaid,97.85,5G,Los Angeles,CA,73,15,9
17e13238,2508,3255.37,Prepaid,142.21,4G,Los Angeles,CA,451,99,6
c10724ea,2891,3304.2,Prepaid,148.04,4G,Chicago,IL,110,38,9
000a4096,126,768.06,Postpaid,34.38,4G,New York,NY,74,220,3
7d29389a,519,3536.14,Prepaid,163.04,5G,San Diego,CA,257,264,5
342df520,894,2835.44,Prepaid,39.01,5G,Houston,TX,118,157,1
d1ee7429,2184,3885.5,Postpaid,109.92,3G,San Diego,CA,210,230,2
69387ccd,704,1515.73,Prepaid,42.34,4G,Philadelphia,PA,174,100,9
e94e163a,3492,3899.95,Postpaid,75.76,4G,Phoenix,AZ,243,237,10
35a98d99,1076,3748.34,Prepaid,71.53,4G,San Jose,CA,243,19,2
953c08ac,3141,3204.94,Prepaid,169.34,4G,San Antonio,TX,166,57,1
ee0f9cb9,3199,3758.86,Postpaid,149.26,5G,Houston,TX,482,20,6
9aabb017,117,4299.64,Postpaid,25.23,3G,Chicago,IL,97,204,8
ba8341e1,424,4428.6,Postpaid,137.08,3G,Dallas,TX,10,198,5
70f7f844,3489,3644.94,Prepaid,20.13,4G,Philadelphia,PA,71,129,2
37f12819,659,1448.82,Postpaid,159.77,5G,Houston,TX,476,269,0
699a0053,3453,3790.54,Postpaid,76.42,3G,Phoenix,AZ,39,172,10
effad084,3383,4886.77,Prepaid,32.34,5G,Los Angeles,CA,459,186,1
1f6937eb,1445,667.84,Prepaid,43.4,4G,New York,NY,441,188,8
5412368d,407,2187.21,Postpaid,100.91,3G,San Jose,CA,289,92,1
28db232d,2628,4275.06,Postpaid,127.58,4G,San Diego,CA,417,142,0
ee452c67,2216,1247.73,Prepaid,103.68,5G,Dallas,TX,456,183,10
8e5e7905,2825,24.46,Postpaid,152.95,3G,Chicago,IL,428,273,7
fa5bc5cc,1604,487.4,Prepaid,147.14,3G,San Antonio,TX,5,157,10
81e706a9,3063,3300.08,Postpaid,30.44,3G,Los Angeles,CA,221,194,7
53360081,2188,552.38,Postpaid,116.76,3G,Los Angeles,CA,484,102,5
731d770b,2721,2046.56,Postpaid,103.76,5G,Dallas,TX,112,93,2
7e52c928,109,4746.97,Prepaid,154.11,5G,Phoenix,AZ,271,192,2
ce0d1225,237,4950.26,Prepaid,20.67,3G,Los Angeles,CA,344,253,5
0657cd07,446,744.78,Postpaid,131.19,5G,Houston,TX,190,268,2
2dbd150b,1063,4934.43,Postpaid,90.81,3G,San Antonio,TX,57,269,10
e5cb2d20,1961,3737.44,Prepaid,121.46,4G,San Jose,CA,117,121,5
0e869127,3494,4488.42,Postpaid,89.72,3G,San Antonio,TX,394,113,5
f746ebdc,113,2421.49,Prepaid,55.66,4G,Houston,TX,4,235,10
cd6a51b7,1928,2899.84,Prepaid,28.53,4G,New York,NY,466,163,0
a333e615,2744,3881.0,Postpaid,183.02,5G,Dallas,TX,275,31,0
eca42d80,2512,1327.74,Postpaid,24.98,5G,Dallas,TX,379,104,5
f9886a4d,1328,2233.6,Prepaid,172.19,5G,Dallas,TX,477,233,3
54db419b,2692,2485.79,Postpaid,92.05,3G,New York,NY,357,74,1
7aa7061a,800,32.58,Prepaid,24.35,3G,San Antonio,TX,469,133,8
fac7baeb,3528,1134.36,Prepaid,137.55,4G,Dallas,TX,304,118,2
24bd7887,2295,3888.23,Prepaid,120.62,4G,Dallas,TX,457,187,6
5f71b870,110,4376.93,Prepaid,34.02,4G,New York,NY,321,279,1
fe5a4055,1959,1591.3,Postpaid,198.54,3G,Dallas,TX,300,273,4
144786b3,1790,906.85,Postpaid,161.73,4G,Philadelphia,PA,442,229,6
899540cb,135,3582.38,Prepaid,147.75,4G,New York,NY,69,153,1
becac7cf,1310,4443.64,Postpaid,44.77,4G,Dallas,TX,468,263,10
31650f0e,986,3299.1,Postpaid,82.97,3G,San Diego,CA,258,97,5
a540377d,507,702.48,Postpaid,43.17,4G,San Antonio,TX,184,168,6
cae92317,3475,4913.17,Prepaid,33.03,4G,San Diego,CA,388,45,5
3d67b48b,1725,3670.85,Prepaid,197.34,3G,New York,NY,62,203,3
dc6f8a17,2261,4669.99,Postpaid,88.01,3G,Philadelphia,PA,228,60,7
74ed8616,690,4827.8,Postpaid,186.93,5G,San Jose,CA,49,135,2
7277b732,3405,124.15,Prepaid,125.2,3G,New York,NY,31,269,7
b972f790,3023,2979.48,Prepaid,75.4,3G,Houston,TX,284,79,10
d44ed9fb,1897,3840.94,Postpaid,40.6,4G,Los Angeles,CA,248,167,3
09ac484e,184,4059.25,Prepaid,183.79,4G,New York,NY,322,211,10
1d62d829,1967,4376.92,Postpaid,169.63,5G,San Jose,CA,229,33,7
e7d7c0c0,1428,4520.26,Prepaid,51.62,5G,Los Angeles,CA,480,237,1
ea1bfc93,594,3275.82,Prepaid,190.58,5G,Houston,TX,484,233,6
f9a31099,761,1524.33,Postpaid,64.34,5G,San Jose,CA,306,264,0
ceb2e6a1,2969,1038.55,Postpaid,62.25,5G,Houston,TX,134,241,1
fe692f41,1713,3424.61,Prepaid,138.0,4G,San Diego,CA,248,286,7
056fe1dc,2521,1611.78,Prepaid,100.69,4G,Phoenix,AZ,437,64,2
5b50e2dd,3101,3007.61,Prepaid,81.62,3G,San Diego,CA,70,93,4
d268b426,3323,1948.9,Prepaid,145.56,4G,San Antonio,TX,348,197,8
90682bb7,2080,170.64,Postpaid,16.08,4G,Philadelphia,PA,62,239,1
bed072a6,1791,1381.94,Postpaid,152.85,5G,Philadelphia,PA,285,5,3
59451559,3037,2068.16,Postpaid,157.94,5G,New York,NY,345,294,2
c6beeb7c,596,2725.0,Postpaid,147.98,3G,San Diego,CA,169,257,10
42bb1f5f,672,658.71,Postpaid,37.63,4G,Philadelphia,PA,200,284,8
cee904fc,1334,1058.88,Prepaid,135.0,3G,Chicago,IL,241,66,0
44107768,1216,2403.9,Prepaid,156.97,4G,Phoenix,AZ,459,13,7
25a41449,3538,2858.48,Postpaid,152.12,4G,Phoenix,AZ,289,183,3
9cce7c92,3426,2039.52,Postpaid,147.01,3G,Los Angeles,CA,308,276,5
3fcf371b,831,1587.69,Prepaid,187.13,5G,Chicago,IL,21,66,7
91a33f8e,225,1705.93,Postpaid,47.46,4G,San Diego,CA,94,83,5
f2bbb2b6,991,2327.73,Prepaid,36.11,4G,Los Angeles,CA,226,124,3
1047417c,2449,3107.75,Prepaid,52.92,4G,Houston,TX,86,94,1
4933370f,2246,3706.73,Prepaid,128.1,4G,Philadelphia,PA,8,22,3
b159f5dc,677,2403.95,Postpaid,170.79,4G,Chicago,IL,298,232,10
29cb3b41,244,4379.72,Postpaid,84.14,5G,New York,NY,60,168,10
88af1c32,2084,665.09,Postpaid,71.26,5G,San Antonio,TX,83,175,4
cb8fc524,198,3561.99,Postpaid,125.52,4G,Chicago,IL,62,126,0
880ef8dc,520,187.26,Postpaid,34.75,3G,San Antonio,TX,74,42,0
e1a74a79,2476,4320.93,Postpaid,22.42,5G,San Jose,CA,159,210,10
282ae294,1254,2328.01,Prepaid,148.89,5G,Phoenix,AZ,8,60,6
ce985761,2228,4830.07,Prepaid,107.87,3G,San Antonio,TX,275,3,8
252f073b,460,2196.49,Postpaid,79.47,3G,Phoenix,AZ,138,192,1
a64e5d0d,3260,1217.66,Prepaid,120.8,3G,Houston,TX,276,252,0
6888afd2,1085,3713.94,Postpaid,191.77,5G,Houston,TX,295,129,7
c73877b1,332,1412.34,Postpaid,130.14,5G,Philadelphia,PA,326,134,10
ad09a762,3504,671.61,Postpaid,199.11,4G,Houston,TX,340,284,1
2651b40c,2140,2260.86,Postpaid,162.15,4G,Dallas,TX,333,68,0
3a463660,2463,2311.62,Prepaid,97.15,5G,San Diego,CA,104,220,8
46a46518,2973,3216.05,Prepaid,69.27,5G,Los Angeles,CA,28,70,6
bb630e6a,2739,4684.5,Postpaid,93.8,4G,Phoenix,AZ,453,73,10
c0eb72b1,2407,2564.14,Prepaid,57.89,4G,Philadelphia,PA,33,73,7
e21b48e3,1548,3312.01,Prepaid,181.69,3G,New York,NY,173,63,2
1c326751,1229,400.65,Prepaid,54.75,4G,Chicago,IL,317,174,6
bc1c4e0a,231,1199.31,Postpaid,49.89,4G,San Jose,CA,199,47,1
c1b0bc39,2964,331.76,Prepaid,103.89,3G,Philadelphia,PA,330,66,9
70361069,616,1213.66,Postpaid,176.22,3G,San Antonio,TX,344,203,4
00888256,495,2109.4,Prepaid,129.37,5G,Dallas,TX,224,64,10
76932ac5,2685,1980.74,Prepaid,170.74,3G,Dallas,TX,245,65,1
c153d901,2015,4657.56,Prepaid,60.53,5G,San Jose,CA,447,230,4
be187975,2426,572.8,Postpaid,24.11,3G,Los Angeles,CA,373,213,5
5109eb51,422,3394.59,Prepaid,199.7,5G,Phoenix,AZ,36,100,7
5aa45eb3,2564,4145.24,Prepaid,178.36,4G,Philadelphia,PA,420,13,10
65aba5c9,2732,2412.14,Prepaid,55.7,5G,San Jose,CA,360,265,9
b0634695,2176,2292.83,Prepaid,107.92,3G,Philadelphia,PA,315,47,6
867b616d,2695,2244.28,Prepaid,51.65,4G,San Jose,CA,306,47,6
8f06e365,2710,4470.32,Prepaid,150.66,4G,Dallas,TX,220,179,5
9026d878,2105,2936.18,Postpaid,186.64,4G,Los Angeles,CA,457,248,3
2dbed8c6,2624,1565.92,Postpaid,29.8,3G,Philadelphia,PA,60,12,7
12327863,337,4554.25,Postpaid,59.35,4G,San Antonio,TX,406,86,10
7ebf58f8,3008,633.1,Prepaid,181.59,3G,San Jose,CA,223,62,6
e0732f6a,1851,520.29,Postpaid,40.99,3G,Los Angeles,CA,371,240,9
a46578de,727,2086.59,Postpaid,154.57,4G,Los Angeles,CA,131,252,3
2e0e7de7,1774,627.98,Prepaid,26.0,3G,Los Angeles,CA,485,280,6
246a946e,769,3532.23,Prepaid,43.07,5G,Los Angeles,CA,328,30,1
6d3c63a0,286,3603.33,Prepaid,188.98,5G,New York,NY,170,126,6
cc7d9d2b,2304,1236.23,Prepaid,58.02,5G,New York,NY,266,111,8
e2f2c2fe,1647,4633.37,Postpaid,18.02,3G,Los Angeles,CA,415,207,0
c0b53190,1078,4463.38,Prepaid,118.01,5G,Chicago,IL,81,10,5
300e7480,3532,2844.19,Postpaid,198.15,5G,New York,NY,188,251,7
f61271d2,2403,408.65,Prepaid,76.52,5G,New York,NY,487,79,5
d714f165,1991,2294.56,Prepaid,16.8,3G,New York,NY,361,71,9
72cb6752,2253,1727.43,Prepaid,54.89,4G,New York,NY,100,86,7
efa14ade,2210,3842.63,Postpaid,49.71,3G,Phoenix,AZ,318,21,7
8f03b2ee,2360,1989.06,Postpaid,191.42,5G,San Jose,CA,323,163,5
c79e3b02,500,4476.32,Postpaid,160.2,3G,Dallas,TX,237,185,1
27a81b45,1733,4101.84,Postpaid,94.57,3G,Chicago,IL,146,26,5
10565e44,209,2591.87,Prepaid,103.03,4G,Philadelphia,PA,228,197,1
e1882ac1,1823,348.22,Postpaid,103.36,4G,San Diego,CA,188,162,1
21708344,1539,4965.2,Postpaid,89.93,4G,New York,NY,460,29,3
05cf03dc,1154,2608.72,Prepaid,127.21,3G,San Jose,CA,329,178,2
87a38c47,908,4993.13,Postpaid,34.04,5G,Dallas,TX,268,138,6
76438ce4,2406,2681.75,Prepaid,142.83,5G,San Jose,CA,215,279,10
8742b067,3039,2642.16,Prepaid,120.28,5G,New York,NY,132,32,0
3926a63a,1765,1057.37,Prepaid,184.99,3G,Philadelphia,PA,305,87,8
67298652,1605,2033.54,Prepaid,182.99,4G,Chicago,IL,420,98,0
ca7c7240,319,3916.78,Postpaid,195.63,4G,Chicago,IL,20,113,9
8e53a10d,353,4428.7,Prepaid,128.05,4G,San Antonio,TX,457,228,6
a05e30a1,2153,838.54,Postpaid,101.03,5G,Chicago,IL,386,0,6
f4149601,3113,25.39,Postpaid,56.15,4G,Phoenix,AZ,487,278,5
791dcfb0,3216,3554.75,Postpaid,152.8,5G,Chicago,IL,76,274,3
94d6e11a,3578,2853.09,Postpaid,178.87,5G,San Diego,CA,388,60,8
c47985fa,3519,3000.69,Prepaid,77.66,4G,Philadelphia,PA,69,113,1
092fb7a6,2862,3449.78,Prepaid,10.47,4G,Philadelphia,PA,394,4,1
f1b9295e,3332,4179.87,Prepaid,179.59,3G,Dallas,TX,320,238,7
e25e4465,2573,1505.63,Prepaid,196.01,4G,New York,NY,125,270,4
10a39f50,1789,1710.9,Prepaid,81.77,3G,New York,NY,335,117,3
99a2c9e5,530,4446.92,Postpaid,98.78,3G,Dallas,TX,318,35,1
19662c81,317,2399.03,Postpaid,64.99,5G,Dallas,TX,79,206,1
aa067d25,2163,1807.97,Postpaid,41.05,5G,Philadelphia,PA,153,286,3
f0ee0e9a,363,283.98,Prepaid,38.46,5G,Los Angeles,CA,365,258,9
ac2d5b0f,1683,1369.91,Postpaid,139.31,5G,Los Angeles,CA,105,192,1
d3c89530,2703,4668.09,Postpaid,17.5,4G,San Antonio,TX,56,144,6
6cf330b1,1942,3144.92,Postpaid,139.78,3G,Philadelphia,PA,330,244,2
5497561a,2416,591.33,Postpaid,160.19,4G,Houston,TX,454,124,2
c87d15f4,1623,2149.51,Postpaid,142.66,4G,San Diego,CA,474,4,1
0adf3ada,3115,3583.79,Postpaid,153.59,4G,Phoenix,AZ,183,197,5
0d699211,962,4198.65,Prepaid,68.21,4G,Dallas,TX,23,93,0
dc845782,571,3108.5,Postpaid,165.81,3G,Los Angeles,CA,358,185,1
1864dfe3,760,376.82,Postpaid,166.86,3G,San Jose,CA,15,26,5
a39b8808,3358,4232.27,Postpaid,100.81,5G,Dallas,TX,457,43,2
722ef25d,3146,230.4,Prepaid,93.35,5G,Houston,TX,429,283,9
ed8fee49,1769,2497.04,Prepaid,136.07,3G,Phoenix,AZ,277,173,9
4d877960,1887,1163.53,Prepaid,67.17,5G,Los Angeles,CA,498,56,6
16184313,281,2103.89,Postpaid,92.87,4G,San Jose,CA,171,260,8
1742dec1,1892,431.6,Postpaid,101.64,5G,Philadelphia,PA,183,276,6
a2de0b4e,1435,4162.43,Prepaid,106.36,5G,New York,NY,148,193,4
1e3a7462,2864,2540.64,Postpaid,119.08,4G,Phoenix,AZ,71,239,1
