Customer_ID,Age,Gender,Income,Service_Usage,Purchase_History,Segment
8183,65,Male,31338,86,88,High-Value
8184,59,Female,107832,58,463,Medium-Value
8185,44,Male,31675,39,48,Medium-Value
8186,27,Female,109606,25,435,Medium-Value
8187,63,Male,40080,60,481,High-Value
8188,69,Female,132675,86,311,Low-Value
8189,59,Female,137513,47,12,Low-Value
8190,49,Female,33936,98,211,Medium-Value
8191,59,Female,30019,61,244,High-Value
8192,43,Male,126718,84,239,High-Value
8193,42,Male,87282,27,197,High-Value
8194,28,Male,69681,96,257,Medium-Value
8195,40,Female,108304,42,235,Medium-Value
8196,51,Male,93861,52,187,High-Value
8197,69,Male,130299,93,201,Medium-Value
8198,57,Male,24486,48,103,Low-Value
8199,40,Female,102021,32,290,Low-Value
8200,46,Female,99864,24,221,Medium-Value
8201,48,Female,138411,3,497,Low-Value
8202,24,Male,39112,27,496,Medium-Value
8203,57,Male,71697,73,368,Medium-Value
8204,50,Male,137246,40,302,Low-Value
8205,38,Female,75998,23,187,Low-Value
8206,19,Male,129537,7,450,Medium-Value
8207,35,Female,117816,81,403,Medium-Value
8208,64,Female,46576,37,412,Low-Value
8209,50,Female,70100,7,99,Medium-Value
8210,54,Female,128064,94,424,Medium-Value
8211,51,Male,101238,77,245,Low-Value
8212,37,Male,41320,82,313,High-Value
8213,52,Female,103973,95,307,Medium-Value
8214,68,Male,145885,22,496,Low-Value
8215,67,Female,85729,78,22,Medium-Value
8216,35,Male,110853,82,68,High-Value
8217,63,Male,141992,99,392,Medium-Value
8218,41,Female,114018,17,316,High-Value
8219,25,Female,104879,19,65,Medium-Value
8220,47,Female,49144,95,292,High-Value
8221,61,Female,145143,39,455,Medium-Value
8222,27,Male,77326,36,217,Medium-Value
8223,40,Female,97148,15,29,Medium-Value
8224,69,Male,39307,63,193,Medium-Value
8225,66,Female,80598,29,56,High-Value
8226,28,Male,39623,60,338,Medium-Value
8227,19,Female,40249,56,388,Medium-Value
8228,43,Male,93765,40,212,High-Value
8229,53,Male,111810,16,238,Low-Value
8230,50,Male,122870,33,200,Low-Value
8231,64,Female,92131,89,475,High-Value
8232,30,Female,114138,16,178,High-Value
8233,57,Female,58377,30,423,High-Value
8234,42,Female,72365,98,419,Medium-Value
8235,21,Male,123412,66,153,High-Value
8236,59,Male,54551,44,462,High-Value
8237,36,Male,62926,38,44,Medium-Value
8238,35,Female,110214,51,431,Low-Value
8239,54,Male,107750,60,168,Medium-Value
8240,47,Male,58599,18,287,Low-Value
8241,36,Female,118345,5,197,High-Value
8242,40,Female,129490,40,337,High-Value
8243,33,Male,113330,6,74,High-Value
8244,18,Female,42593,76,171,Low-Value
8245,29,Female,80334,12,380,Medium-Value
8246,41,Female,114400,12,183,Medium-Value
8247,51,Female,129865,73,16,Medium-Value
8248,25,Male,135749,22,496,Low-Value
8249,35,Male,79893,49,68,Medium-Value
8250,65,Male,62636,50,375,Medium-Value
8251,22,Male,89225,80,325,Low-Value
8252,43,Male,60363,4,42,Medium-Value
8253,47,Female,75959,50,110,Medium-Value
8254,30,Male,100223,3,41,Medium-Value
8255,36,Male,105917,16,306,Low-Value
8256,46,Female,118629,14,468,High-Value
8257,20,Female,109125,64,6,High-Value
8258,43,Female,21120,41,331,Low-Value
8259,57,Male,36491,68,181,Medium-Value
8260,29,Female,63638,59,273,Low-Value
8261,19,Female,59062,2,361,Medium-Value
8262,28,Female,25193,10,185,Medium-Value
8263,61,Male,109144,75,323,High-Value
8264,45,Female,35213,90,144,Low-Value
8265,35,Female,143214,26,436,Medium-Value
8266,30,Male,133915,4,100,Medium-Value
8267,54,Female,99766,90,90,High-Value
8268,39,Male,103959,28,472,Low-Value
8269,29,Male,37187,2,246,Medium-Value
8270,19,Female,30040,66,239,High-Value
8271,54,Male,86302,16,418,Low-Value
8272,24,Female,49949,57,212,Low-Value
8273,43,Female,132000,23,81,Medium-Value
8274,43,Female,23527,23,115,Low-Value
8275,41,Female,136994,77,276,High-Value
8276,29,Male,96557,21,80,High-Value
8277,33,Female,103408,25,56,Medium-Value
8278,40,Female,122433,58,179,High-Value
8279,57,Female,97294,37,309,Low-Value
8280,26,Male,38757,49,49,Low-Value
8281,49,Male,45412,77,260,Medium-Value
8282,32,Female,137997,15,274,Low-Value
8283,54,Male,141522,28,292,High-Value
8284,30,Male,34312,67,373,Medium-Value
8285,22,Female,42119,87,291,Low-Value
8286,28,Female,31804,4,30,Low-Value
8287,27,Female,73986,47,374,Medium-Value
8288,69,Female,66545,50,252,High-Value
8289,30,Female,96519,60,63,High-Value
8290,58,Male,49999,62,82,Medium-Value
8291,63,Female,116093,67,405,Medium-Value
8292,67,Female,59758,72,436,High-Value
8293,32,Female,114324,43,480,Medium-Value
8294,59,Female,117486,89,325,Low-Value
8295,24,Female,89519,58,381,Medium-Value
8296,57,Male,23768,52,169,High-Value
8297,45,Female,21504,76,310,Low-Value
8298,49,Male,141481,69,343,High-Value
8299,52,Female,87986,97,158,Low-Value
8300,32,Female,96772,46,475,High-Value
8301,65,Female,136721,25,56,Medium-Value
8302,53,Male,28002,25,335,Medium-Value
8303,38,Female,95427,35,425,Medium-Value
8304,23,Female,58787,61,142,Medium-Value
8305,18,Female,33898,15,149,High-Value
8306,21,Female,30472,90,376,Medium-Value
8307,28,Female,100800,74,226,Medium-Value
8308,61,Female,103227,88,474,High-Value
8309,43,Female,129023,35,25,Low-Value
8310,54,Male,52632,29,178,Low-Value
8311,40,Female,146718,38,365,Low-Value
8312,46,Female,53743,69,95,Medium-Value
8313,38,Female,128552,24,53,High-Value
8314,65,Male,98538,19,304,Medium-Value
8315,62,Male,132517,46,70,Low-Value
8316,62,Female,63386,49,176,High-Value
8317,66,Male,113786,44,132,Medium-Value
8318,44,Female,63388,73,408,Medium-Value
8319,56,Female,41323,26,490,High-Value
8320,57,Male,89269,25,415,Medium-Value
8321,30,Female,61319,35,339,Low-Value
8322,40,Male,87759,36,459,Low-Value
8323,33,Male,36868,14,413,High-Value
8324,47,Male,119732,56,389,Medium-Value
8325,21,Female,22080,6,338,High-Value
8326,57,Female,33776,32,451,Medium-Value
8327,33,Female,86231,26,360,Low-Value
8328,48,Female,75452,15,331,Medium-Value
8329,59,Female,73812,49,213,Low-Value
8330,42,Female,83271,95,478,Medium-Value
8331,61,Female,118505,56,211,Medium-Value
8332,29,Male,97585,37,437,Medium-Value
8333,43,Female,78542,53,345,Low-Value
8334,54,Female,144147,58,64,Medium-Value
8335,65,Female,35628,83,35,Low-Value
8336,50,Male,145850,78,12,Low-Value
8337,45,Male,148445,36,431,Low-Value
8338,26,Male,28265,11,346,Low-Value
8339,29,Female,44671,27,311,High-Value
8340,22,Male,148872,2,248,Medium-Value
8341,69,Male,32460,22,112,Medium-Value
8342,45,Female,148898,66,325,Medium-Value
8343,52,Female,23477,84,467,Low-Value
8344,22,Female,22202,17,91,High-Value
8345,51,Male,133846,4,294,High-Value
8346,63,Female,109410,14,29,Low-Value
8347,51,Female,132928,7,12,High-Value
8348,30,Female,126753,79,147,High-Value
8349,56,Female,31850,94,137,Medium-Value
8350,59,Female,124621,16,338,Low-Value
8351,62,Female,40809,66,157,Medium-Value
8352,65,Male,90886,19,259,Low-Value
8353,31,Female,22806,1,87,High-Value
8354,28,Male,27163,31,158,Low-Value
8355,59,Male,114368,4,494,High-Value
8356,55,Female,20185,91,186,High-Value
8357,21,Male,126374,58,344,Medium-Value
8358,50,Male,44718,56,309,High-Value
8359,24,Male,97081,53,357,Medium-Value
8360,58,Female,76202,89,229,Medium-Value
8361,25,Male,45215,86,4,High-Value
8362,54,Male,48325,43,57,Low-Value
8363,68,Male,38458,74,438,Medium-Value
8364,27,Male,142342,97,28,Low-Value
8365,60,Female,36006,49,16,Low-Value
8366,32,Female,114080,60,13,High-Value
8367,55,Male,52969,94,200,Medium-Value
8368,32,Female,96820,94,184,Medium-Value
8369,22,Female,124014,16,309,Low-Value
8370,46,Male,149693,73,304,Low-Value
8371,36,Female,137853,81,281,Medium-Value
8372,68,Female,47655,99,322,High-Value
8373,27,Male,114679,60,158,Medium-Value
8374,29,Male,101234,47,360,Low-Value
8375,21,Female,149282,15,259,Low-Value
8376,48,Female,120406,63,407,Low-Value
8377,35,Female,29102,28,157,Medium-Value
8378,33,Female,87107,20,425,High-Value
8379,57,Male,123429,97,94,Low-Value
8380,53,Male,146328,63,267,Low-Value
8381,42,Male,125001,33,21,High-Value
8382,40,Male,41553,36,127,High-Value
8383,29,Male,104079,13,347,Medium-Value
8384,51,Female,149169,62,408,Low-Value
8385,53,Female,114437,68,351,Medium-Value
8386,54,Male,99570,23,350,High-Value
8387,20,Male,112656,72,449,Medium-Value
8388,26,Male,86865,13,385,Medium-Value
8389,35,Female,138301,88,438,Medium-Value
8390,60,Female,61420,40,456,Medium-Value
8391,52,Female,45382,30,112,Low-Value
8392,51,Male,89235,94,234,Medium-Value
8393,58,Male,58795,25,34,Medium-Value
8394,31,Male,71425,97,80,Medium-Value
8395,21,Male,77402,73,475,Medium-Value
8396,46,Male,82539,26,452,Medium-Value
8397,58,Female,96203,24,83,Medium-Value
8398,62,Male,123127,97,29,Medium-Value
8399,67,Female,127651,39,489,Low-Value
8400,32,Female,43459,89,131,Low-Value
8401,45,Female,69649,79,11,Medium-Value
8402,59,Female,92495,61,392,Low-Value
8403,33,Female,115117,49,62,Low-Value
8404,29,Male,66384,41,359,Low-Value
8405,69,Male,91746,70,33,High-Value
8406,22,Male,98053,20,136,Low-Value
8407,51,Female,76278,44,409,Medium-Value
8408,59,Female,98156,16,88,Low-Value
8409,18,Female,56744,21,410,High-Value
8410,56,Female,108340,15,410,Medium-Value
8411,49,Female,50568,39,17,Medium-Value
8412,43,Female,37991,42,91,Low-Value
8413,34,Male,28912,61,413,Low-Value
8414,65,Female,52527,4,299,High-Value
8415,44,Female,116399,24,487,High-Value
8416,41,Male,70426,3,253,Low-Value
8417,52,Female,130363,1,73,Medium-Value
8418,63,Male,118994,94,206,Medium-Value
8419,59,Male,40407,13,261,Low-Value
8420,56,Male,141935,54,178,Low-Value
8421,43,Female,32344,82,478,High-Value
8422,66,Male,121741,40,312,Medium-Value
8423,55,Male,22355,11,447,Low-Value
8424,40,Female,116429,42,313,Low-Value
8425,39,Male,74733,93,220,High-Value
8426,21,Female,86285,4,173,High-Value
8427,66,Female,104971,25,165,High-Value
8428,26,Male,65733,36,328,Low-Value
8429,21,Female,76915,64,335,Medium-Value
8430,24,Female,72716,44,220,Medium-Value
8431,40,Male,131151,40,292,High-Value
8432,19,Male,58526,92,161,High-Value
8433,66,Male,38088,45,390,Medium-Value
8434,41,Male,85377,8,248,Medium-Value
8435,57,Female,64405,85,371,Medium-Value
8436,48,Male,58842,35,460,High-Value
8437,64,Male,81788,44,71,Medium-Value
8438,48,Male,131682,18,429,Low-Value
8439,64,Female,71529,47,92,High-Value
8440,57,Female,109939,25,391,Low-Value
8441,65,Female,132833,41,361,High-Value
8442,68,Female,123578,5,321,High-Value
8443,60,Female,72383,64,245,Medium-Value
8444,51,Male,132311,62,24,Low-Value
8445,41,Female,59177,72,45,Medium-Value
8446,66,Female,136903,87,189,Medium-Value
8447,43,Female,59056,3,403,Medium-Value
8448,33,Male,108249,37,373,High-Value
8449,64,Male,86421,95,416,High-Value
8450,30,Female,53632,93,286,Low-Value
8451,32,Male,59685,41,321,High-Value
8452,44,Female,97222,20,416,Medium-Value
8453,21,Male,88590,67,441,Low-Value
8454,33,Male,28977,87,404,High-Value
8455,47,Female,110568,40,341,Medium-Value
8456,61,Male,68967,85,83,High-Value
8457,47,Female,94072,77,222,High-Value
8458,53,Female,35070,8,370,High-Value
8459,20,Female,102473,5,476,Medium-Value
8460,39,Male,41500,25,352,Low-Value
8461,66,Male,125987,39,414,Medium-Value
8462,39,Female,135475,37,343,Low-Value
8463,67,Female,30011,5,219,High-Value
8464,67,Male,68039,8,485,Medium-Value
8465,66,Female,28896,4,443,Medium-Value
8466,29,Male,115335,41,218,High-Value
8467,38,Male,100118,60,190,High-Value
8468,21,Male,139595,54,67,Medium-Value
8469,48,Female,59958,22,31,Low-Value
8470,61,Female,61912,78,322,Low-Value
8471,48,Male,20814,19,250,High-Value
8472,40,Female,95276,77,54,Low-Value
8473,37,Female,44719,99,10,Low-Value
8474,32,Male,121081,68,166,Medium-Value
8475,40,Male,40150,33,339,High-Value
8476,45,Female,90494,22,415,Low-Value
8477,33,Male,23825,65,285,Medium-Value
8478,54,Female,70368,11,153,Low-Value
8479,38,Male,34800,16,32,Medium-Value
8480,32,Male,95535,68,17,Medium-Value
8481,34,Female,106390,93,371,High-Value
8482,67,Female,131268,44,301,Low-Value
8483,54,Female,112851,88,305,High-Value
8484,30,Female,125076,9,343,High-Value
8485,36,Female,95017,72,146,Medium-Value
8486,47,Male,68505,78,75,Medium-Value
8487,62,Male,142405,79,379,High-Value
8488,35,Female,77899,62,124,Medium-Value
8489,31,Male,102782,86,52,Medium-Value
8490,53,Female,42601,15,404,Medium-Value
8491,53,Male,30677,6,190,High-Value
8492,37,Male,49552,1,141,Medium-Value
8493,69,Female,149249,20,88,High-Value
8494,36,Female,107858,36,427,High-Value
8495,62,Female,87891,2,84,Low-Value
8496,61,Male,94693,70,243,Medium-Value
8497,24,Female,120699,2,106,High-Value
8498,61,Female,143355,3,92,Medium-Value
8499,21,Female,111450,7,355,High-Value
8500,51,Female,53292,84,21,High-Value
8501,19,Female,148424,64,6,Medium-Value
8502,22,Female,145451,41,455,Low-Value
8503,27,Male,86097,54,221,Low-Value
8504,49,Male,93703,41,309,Medium-Value
8505,59,Male,36184,5,87,Medium-Value
8506,58,Male,110033,89,180,Low-Value
8507,30,Female,109336,82,453,High-Value
8508,56,Female,81046,63,342,High-Value
8509,22,Male,122968,1,393,Medium-Value
8510,27,Male,86741,25,352,Medium-Value
8511,27,Male,81377,81,246,Low-Value
8512,55,Female,32039,46,458,High-Value
8513,44,Female,65161,15,174,Medium-Value
8514,68,Female,55006,69,491,Low-Value
8515,38,Male,37544,17,113,Medium-Value
8516,25,Male,32987,21,476,Medium-Value
8517,18,Male,25239,53,459,High-Value
8518,45,Male,64785,55,71,High-Value
8519,66,Male,43358,87,158,High-Value
8520,56,Female,134759,10,299,Medium-Value
8521,31,Female,102674,81,237,Low-Value
8522,38,Female,76450,57,187,Low-Value
8523,47,Female,108520,65,243,Medium-Value
8524,38,Female,48428,37,166,Low-Value
8525,66,Male,29096,7,34,Medium-Value
8526,26,Female,67582,76,255,Medium-Value
8527,34,Male,44536,40,302,High-Value
8528,22,Female,77395,50,220,Medium-Value
8529,48,Male,131595,1,32,High-Value
8530,69,Male,88157,20,400,Medium-Value
8531,57,Male,121494,31,423,Low-Value
8532,55,Male,89484,68,257,High-Value
8533,60,Male,21287,90,482,High-Value
8534,36,Male,74510,12,233,High-Value
8535,53,Female,43902,22,441,Medium-Value
8536,67,Male,76188,1,215,High-Value
8537,50,Male,132894,1,242,Medium-Value
8538,30,Female,41164,3,245,Medium-Value
8539,31,Male,101204,76,20,Medium-Value
8540,50,Female,21772,21,210,High-Value
8541,46,Female,73054,13,210,Low-Value
8542,60,Male,74878,61,426,Medium-Value
8543,66,Male,146800,13,488,Low-Value
8544,53,Female,52238,82,469,Low-Value
8545,61,Male,124504,33,72,Medium-Value
8546,27,Female,78293,6,162,High-Value
8547,48,Male,101298,25,178,Medium-Value
8548,23,Female,121442,23,11,Medium-Value
8549,18,Male,27213,88,363,Medium-Value
8550,24,Male,34941,26,499,High-Value
8551,44,Female,115881,4,299,High-Value
8552,38,Female,120720,35,266,Medium-Value
8553,45,Female,35964,75,8,High-Value
8554,33,Female,46855,25,495,Low-Value
8555,63,Male,78769,20,456,High-Value
8556,40,Female,141739,1,275,Medium-Value
8557,69,Female,103504,94,193,Low-Value
8558,37,Male,21046,68,311,Low-Value
8559,55,Male,34909,23,436,Medium-Value
8560,42,Female,99114,99,259,High-Value
8561,45,Male,43368,22,53,High-Value
8562,22,Female,136853,95,300,Medium-Value
8563,38,Male,114135,62,96,Medium-Value
8564,35,Female,91255,1,304,Medium-Value
8565,64,Male,101496,59,310,High-Value
8566,23,Female,109142,68,400,Low-Value
8567,46,Female,135864,19,414,High-Value
8568,36,Male,133902,30,497,Medium-Value
8569,50,Male,35624,1,92,Low-Value
8570,18,Female,124715,48,412,Medium-Value
8571,62,Female,126378,19,144,Medium-Value
8572,20,Male,30352,52,489,High-Value
8573,59,Male,116421,85,307,Low-Value
8574,38,Male,100539,22,417,High-Value
8575,52,Male,29223,50,409,Medium-Value
8576,58,Male,116969,66,18,Low-Value
8577,57,Male,137976,6,126,High-Value
8578,20,Male,98254,64,154,Low-Value
8579,42,Male,86851,21,6,Low-Value
8580,62,Male,70044,97,422,Medium-Value
8581,55,Female,107089,19,428,Medium-Value
8582,62,Male,110218,91,451,Low-Value
8583,37,Male,105000,37,427,Medium-Value
8584,69,Female,127240,63,390,Low-Value
8585,61,Female,51419,29,334,Medium-Value
8586,62,Female,33767,60,448,High-Value
8587,51,Female,92002,92,338,High-Value
8588,38,Female,51028,34,336,High-Value
8589,65,Female,67953,1,88,High-Value
8590,40,Male,77965,48,269,High-Value
8591,23,Female,123394,89,65,Medium-Value
8592,68,Female,89776,21,166,High-Value
8593,30,Female,51459,34,64,Low-Value
8594,66,Male,110932,26,270,Low-Value
8595,40,Female,102331,36,145,Medium-Value
8596,26,Male,44689,99,377,Medium-Value
8597,34,Female,100446,23,333,High-Value
8598,19,Female,87982,81,269,Medium-Value
8599,36,Male,23346,47,329,Medium-Value
8600,36,Male,65179,76,390,Low-Value
8601,24,Female,134773,44,6,High-Value
8602,59,Male,60517,20,121,Low-Value
8603,59,Male,89678,27,350,Low-Value
8604,37,Female,101606,61,421,Medium-Value
8605,26,Female,132491,37,313,High-Value
8606,34,Female,92623,84,309,Medium-Value
8607,44,Male,109288,52,302,Medium-Value
8608,64,Female,101171,75,334,Medium-Value
8609,19,Female,78916,92,132,Medium-Value
8610,53,Male,107754,62,290,High-Value
8611,36,Male,117409,66,450,High-Value
8612,34,Female,68575,24,447,High-Value
8613,22,Male,128501,80,189,High-Value
8614,56,Female,65039,12,209,High-Value
8615,35,Male,69955,16,42,High-Value
8616,24,Female,100260,36,78,High-Value
8617,34,Male,75871,2,320,Low-Value
8618,56,Male,80678,89,499,Low-Value
8619,53,Male,140773,62,145,Medium-Value
8620,57,Male,51351,64,445,Medium-Value
8621,62,Female,80693,29,374,Low-Value
8622,21,Male,51433,92,286,Medium-Value
8623,55,Female,94797,74,171,High-Value
8624,42,Male,99015,87,93,Low-Value
8625,22,Male,35804,96,263,Medium-Value
8626,47,Female,112781,31,457,Medium-Value
8627,29,Male,65101,83,430,Low-Value
8628,21,Male,80115,15,23,Medium-Value
8629,41,Female,98363,55,292,Low-Value
8630,46,Male,138870,33,142,Medium-Value
8631,26,Female,149826,81,148,Medium-Value
8632,21,Male,127904,52,440,Medium-Value
8633,68,Male,64700,20,116,Low-Value
8634,41,Male,134952,73,81,High-Value
8635,31,Female,97576,38,416,Medium-Value
8636,22,Male,39477,3,25,Low-Value
8637,35,Male,36127,54,115,Medium-Value
8638,59,Male,106718,66,94,High-Value
8639,36,Male,46049,18,305,High-Value
8640,29,Male,110063,87,185,Medium-Value
8641,35,Male,149255,83,283,Low-Value
8642,34,Male,32473,7,155,Medium-Value
8643,47,Male,102245,35,174,Medium-Value
8644,41,Male,119510,84,351,High-Value
8645,28,Female,81836,84,173,Medium-Value
8646,52,Male,62464,83,154,Medium-Value
8647,40,Female,33714,80,14,Medium-Value
8648,34,Female,80878,85,378,Low-Value
8649,18,Female,54208,93,304,Low-Value
8650,32,Male,117481,60,128,High-Value
8651,49,Female,107104,24,341,Medium-Value
8652,26,Female,94683,93,92,High-Value
8653,32,Female,101803,95,271,High-Value
8654,45,Male,61514,39,222,High-Value
8655,41,Female,116988,12,473,Medium-Value
8656,52,Male,25136,94,307,Medium-Value
8657,39,Female,118115,53,310,Medium-Value
8658,44,Female,51516,64,395,Low-Value
8659,36,Male,96982,4,108,High-Value
8660,62,Male,83878,94,331,Medium-Value
8661,29,Female,65099,5,28,Medium-Value
8662,37,Female,110060,16,439,High-Value
8663,18,Female,33188,27,197,Low-Value
8664,38,Male,124123,4,476,Medium-Value
8665,66,Male,126373,72,200,Low-Value
8666,62,Female,131073,48,154,Medium-Value
8667,18,Female,71188,8,384,High-Value
8668,27,Male,144166,81,70,High-Value
8669,64,Male,144077,46,160,Low-Value
8670,49,Female,25560,44,432,High-Value
8671,56,Male,131157,67,352,Low-Value
8672,39,Female,128763,91,396,Medium-Value
8673,35,Male,56397,52,454,High-Value
8674,65,Female,97193,34,461,Medium-Value
8675,63,Female,143651,62,103,High-Value
8676,49,Female,58082,21,488,High-Value
8677,44,Male,104376,24,236,Low-Value
8678,45,Female,61430,44,189,Medium-Value
8679,35,Female,70522,41,418,Medium-Value
8680,56,Male,60397,29,343,High-Value
8681,66,Female,96860,6,361,High-Value
8682,46,Female,149189,56,109,Medium-Value
8683,35,Female,45247,14,337,Medium-Value
8684,61,Male,103094,50,301,Low-Value
8685,25,Male,134798,78,368,Medium-Value
8686,48,Male,39943,52,255,Low-Value
8687,51,Male,59460,88,316,High-Value
8688,24,Female,61986,77,193,High-Value
8689,53,Male,64514,1,71,High-Value
8690,35,Male,100908,12,269,Low-Value
8691,55,Male,72385,24,334,Low-Value
8692,26,Female,32631,37,209,High-Value
8693,26,Female,87008,84,478,High-Value
8694,63,Female,46955,70,176,Medium-Value
8695,25,Male,67367,76,239,Low-Value
8696,68,Female,50802,85,381,Low-Value
8697,52,Female,90408,3,433,High-Value
8698,35,Male,113083,27,98,Medium-Value
8699,22,Female,63341,53,347,Low-Value
8700,31,Male,33691,17,442,High-Value
8701,45,Male,129786,15,89,Medium-Value
8702,47,Female,24753,39,252,Medium-Value
8703,21,Male,21833,4,492,High-Value
8704,56,Male,124232,17,99,Low-Value
8705,37,Male,28645,11,329,Low-Value
8706,42,Male,125120,12,326,Medium-Value
8707,45,Male,135428,32,445,High-Value
8708,29,Male,115977,27,154,Low-Value
8709,19,Female,60024,44,486,High-Value
8710,60,Male,137068,43,295,High-Value
8711,31,Male,128853,91,442,Medium-Value
8712,39,Male,100598,49,283,Medium-Value
8713,48,Male,29635,93,296,High-Value
8714,40,Female,40064,73,379,Medium-Value
8715,65,Female,29940,43,31,High-Value
8716,37,Male,55169,3,131,Low-Value
8717,55,Female,98647,29,216,Low-Value
8718,21,Male,129667,85,15,Low-Value
8719,32,Male,65200,35,438,Medium-Value
8720,41,Male,76329,48,326,High-Value
8721,42,Male,71158,74,267,Low-Value
8722,18,Female,49739,87,286,Low-Value
8723,24,Female,128282,39,291,High-Value
8724,48,Male,37793,89,368,Medium-Value
8725,29,Male,103682,24,486,Medium-Value
8726,59,Female,53677,20,43,Medium-Value
8727,22,Female,86296,15,445,Medium-Value
8728,61,Male,43022,85,168,Low-Value
8729,67,Female,91148,76,349,High-Value
8730,59,Male,121544,18,471,Medium-Value
8731,55,Female,47265,60,426,Low-Value
8732,29,Female,20530,87,255,Medium-Value
8733,56,Female,29551,93,170,Low-Value
8734,35,Female,48394,41,375,High-Value
8735,19,Male,62987,69,259,Low-Value
8736,27,Male,68984,90,346,High-Value
8737,32,Female,88096,75,78,Low-Value
8738,47,Male,104097,11,339,High-Value
8739,61,Female,90639,56,85,Medium-Value
8740,34,Female,44090,18,380,Medium-Value
8741,21,Male,103457,12,149,Medium-Value
8742,24,Male,127769,16,201,High-Value
8743,58,Male,22781,27,77,Low-Value
8744,48,Female,37330,17,361,Medium-Value
8745,68,Male,25257,85,250,Medium-Value
8746,56,Male,78642,31,53,High-Value
8747,51,Male,74249,35,300,Low-Value
8748,23,Male,71663,27,302,Medium-Value
8749,67,Female,54956,87,293,Low-Value
8750,55,Female,124367,32,294,Medium-Value
8751,62,Female,35615,17,109,High-Value
8752,68,Female,20881,11,365,Medium-Value
8753,51,Female,21847,1,88,Low-Value
8754,61,Female,124903,92,166,Medium-Value
8755,32,Female,71127,82,494,Low-Value
8756,31,Male,141265,49,267,High-Value
8757,23,Female,107646,41,93,Medium-Value
8758,67,Female,147148,20,173,Low-Value
8759,54,Female,57336,71,64,High-Value
8760,67,Female,101850,37,428,High-Value
8761,49,Male,115654,16,126,Low-Value
8762,20,Female,59931,39,368,Medium-Value
8763,20,Female,63924,45,230,Medium-Value
8764,39,Male,42966,64,105,Medium-Value
8765,39,Female,64023,47,209,Low-Value
8766,27,Female,31320,23,62,Low-Value
8767,68,Female,77841,32,240,Medium-Value
8768,20,Female,85125,49,474,High-Value
8769,29,Female,87752,81,61,High-Value
8770,46,Female,111100,19,346,Low-Value
8771,65,Female,124005,98,12,Medium-Value
8772,34,Male,109937,78,466,Low-Value
8773,24,Male,137296,67,137,Medium-Value
8774,30,Female,145355,39,195,High-Value
8775,19,Male,81858,89,74,Medium-Value
8776,21,Female,78714,60,363,High-Value
8777,27,Male,31780,11,386,Low-Value
8778,56,Female,96230,49,136,Low-Value
8779,41,Male,90345,15,372,High-Value
8780,34,Female,141033,83,43,Medium-Value
8781,69,Male,102098,61,402,Low-Value
8782,23,Male,132696,43,436,Medium-Value
8783,36,Female,117977,15,39,Medium-Value
8784,22,Female,126075,79,31,Medium-Value
8785,49,Male,142659,79,142,Low-Value
8786,27,Male,21929,73,320,Medium-Value
8787,26,Female,115153,5,359,Low-Value
8788,44,Male,132610,83,353,Low-Value
8789,30,Female,137236,88,477,Low-Value
8790,36,Male,139522,29,44,Low-Value
8791,38,Male,34244,62,188,Low-Value
8792,41,Female,118415,60,353,High-Value
8793,55,Female,129715,69,483,High-Value
8794,21,Female,142636,22,2,High-Value
8795,41,Male,135402,13,483,High-Value
8796,52,Male,144281,50,416,High-Value
8797,20,Male,31116,47,292,Medium-Value
8798,21,Female,107954,29,494,High-Value
8799,54,Male,101243,80,311,Medium-Value
8800,57,Male,103301,17,370,Low-Value
8801,65,Female,55895,20,343,Low-Value
8802,52,Male,98636,78,447,Low-Value
8803,48,Male,43867,6,325,High-Value
8804,61,Female,129507,22,367,Medium-Value
8805,42,Female,21208,9,336,Medium-Value
8806,57,Female,64085,32,296,Medium-Value
8807,30,Female,85572,88,24,Medium-Value
8808,21,Female,85234,33,373,High-Value
8809,63,Female,103748,77,442,High-Value
8810,31,Female,31252,99,104,Low-Value
8811,30,Female,105261,70,412,Low-Value
8812,44,Female,27006,49,62,Medium-Value
8813,23,Male,133371,30,153,High-Value
8814,34,Female,109595,16,263,Medium-Value
8815,53,Female,90883,65,294,High-Value
8816,57,Male,52171,82,455,Low-Value
8817,66,Female,48517,86,375,Low-Value
8818,52,Male,44274,90,243,High-Value
8819,34,Male,53577,14,342,High-Value
8820,58,Female,47648,56,342,Medium-Value
8821,19,Male,89654,37,347,High-Value
8822,30,Female,37910,49,121,Low-Value
8823,69,Female,146399,78,353,Low-Value
8824,19,Male,98619,90,173,High-Value
8825,69,Male,69647,50,416,High-Value
8826,45,Male,98723,36,103,Low-Value
8827,60,Female,20424,52,160,Medium-Value
8828,43,Female,71899,23,257,Medium-Value
8829,39,Male,46641,66,202,High-Value
8830,64,Female,54750,71,45,High-Value
8831,60,Female,136156,45,64,Medium-Value
8832,20,Male,142416,86,196,Medium-Value
8833,52,Male,101454,28,477,High-Value
8834,29,Male,43154,20,391,High-Value
8835,41,Male,68166,49,422,Medium-Value
8836,22,Male,31992,57,70,Low-Value
8837,37,Male,54001,82,181,High-Value
8838,56,Male,128293,88,331,Low-Value
8839,56,Male,34546,97,247,High-Value
8840,30,Male,61524,59,329,Medium-Value
8841,58,Male,88555,26,158,Low-Value
8842,62,Female,21304,19,406,Medium-Value
8843,29,Female,142722,13,186,High-Value
8844,30,Male,132448,74,231,High-Value
